Location ID,Parent Location ID,Location Name,Location Type,Accessibility,Intersection,TTC Information,District,Street No,Street No Suffix,Street Name,Street Type,Street Direction,Postal Code,Description
534,496,CRESTHAVEN PARK TENNIS FACILITY,,Partially Accessible,Cresthaven Dr & Tristan Cres,,North York,37,,CRESTHAVEN,DR,,,
535,535,BERNER TRAIL COMMUNITY CENTRE,crc,Partially Accessible,,"Travel to Finch Station.  Board the 39E Finch East travel to the farside of Finch.  On southbound side of Neilson at Finch, board the 133 Neilson and travel to Berner.  Walk west to 120 Berner Trail",Scarborough,45,,NAHANNI,TER,,,"Berner Trail Community Centre is located within the Malvern Community, west of Neilson Road, north of Sheppard Avenue. For more information please call (416) 396-4090."
536,536,BLUEHAVEN PARK,park,,Blue Haven Cres & Ardwick Blvd,,Etobicoke York,19,,BLUE HAVEN,CRES,,,"A 2.3 hectare park near Finch Avenue West and Islngton Avenue featuring three sports fields, a children's playground and a path leading to the Humber River Recreational Trail and the West Humber Parkland. Parking is available on site."
537,537,CENTENNIAL RECREATION CENTRE - SCARBOROUGH,crc,,,,Scarborough,1967,,ELLESMERE,RD,,M1H 2W5,"Scarborough Centennial Recreation Centre is a multipurpose Recreation facility which features a pool, hockey & figure skating rinks, a dedicated preschool room, weight room and an auditorium. The Recreation Centre also has outdoor facilities which include beach volleyball, basketball and tennis courts. The Recreation Centre is home to the Scarboro Figure Skating Club, Scarborough Springboard Diving Club, Scarborough Underwater Club and The Centennial Tennis Club. There are a variety of programs and activities for all ages, preschoolers to older adults.
<br><br>
This location is a <a href=""/wps/portal/contentonly?vgnextoid=aaafdada600f0410VgnVCM10000071d60f89RCRD&vgnextchannel=a96adada600f0410VgnVCM10000071d60f89RCRD#location"">community centre where programs are free</a>."
538,535,BERNER TRAIL PARK,park,,Nahanni Terr & Wiggens Crt,,Scarborough,45,,NAHANNI,TER,,,"This 2 hectare park in the Sheppard Avenue east and Neilson Road area features a splash pad and two children's playgrounds.
"
540,540,CHARLOTTETOWN PARK,park,,Charlottetown Blvd & McCulley St,,Scarborough,65,,CHARLOTTETOWN,BLVD,,,"A 4 hectare park near Port Union Road and Lawrence Avenue East that features a ball diamond, a multipurpose sport field, three outdoor lit tennis courts and a children's playground. At the south end of the park is the Port Union Community Recreation Centre which offers an outdoor sports pad and skate park. Parking is available."
541,541,BEVERLY GLEN PARK,park,,Beverly Glen Blvd & Silver Spruce Dr,,Scarborough,75,,BEVERLY GLEN,BLVD,,,"A 2.6 hectare park near Finch Avenue East and Pharmacy Avenue featuring a ball diamond, two sports fields and a children's playground. 
"
542,542,LEASIDE MEMORIAL GARDENS SWIMMING POOL - INDOOR POOL,,,,Travel to Eglinton Station. Board the 56 Leaside and travel to Millwood Rd.  Walk South West on Southvale Dr to 1073 Millwood Rd.,North York,1073,,MILLWOOD,RD,,,Leaside Memorial Pool is located in the neighborhood of Leaside. Leaside has a wheel chair accessible lift and elevator to the pool area and a multi-access change room. Leaside offers instructional swim lessons for all ages as well as recreation swim times.
543,543,THOMSON MEMORIAL PARK,park,,,,Scarborough,1005,,BRIMLEY,RD,,,"This 41.8 hectare park follows the West Highland Creek and has many paths through the large wooded ravine that let visitors to experience nature in the city. The park also has a lit ball diamond, a lit multipurpose sports field, three lit tennis courts, permitted picnic/social gathering areas, a dogs off-leash area, outdoor fitness equipment, a wading pool and a children's playground."
544,544,TIMBERBANK PARK,park,,Timberbank Blvd & Gloxinia Cres,,Scarborough,240,,TIMBERBANK,BLVD,,,
545,545,DEMPSEY PARK,park,,Beecroft Rd & McBride Lane,"Take the Yonge Subway to North York Centre Station. Walk west through Mel Lastman Square and out to Beecroft Rd. Walk north on Beecroft to the park on the west side.
",North York,250,,BEECROFT,RD,,,"Dempsey Park is located close to North York Civic Centre and is one of a number of little parks throughout the area. This park has an extensive playground that will intrigue children and give them the opportunity to play for hours. It's a great spot for a picnic and an afternoon spent outside in the fresh air.
"
547,547,TOTTS TOT LOT,park,,Gradwell Dr & Eastville Ave,,Scarborough,1,,GRADWELL,DR,,,
548,548,DON MILLS CIVITAN ARENA,,Partially Accessible,Don Mills Rd & The Donway W,,North York,1030,,DON MILLS,RD,,,
549,549,TREVERTON PARK,park,,,,Scarborough,20,A,OAKWORTH,CRES,,,"This is a favourite playground with area residents because of the variety of fun play equipment for children to try out and amuse themselves.   They are ladders, slides, swings and sandbox to choose from. The children's playground is at the north part of the park.  
Note that there is a baseball diamond at the opposite end of the park.   Enter this park by walkway from Oakwood Crescent or Sedgewick Crescent or Moorecroft Crescent.<br /><br />
<strong>Special Feature</strong>:  <a href=""http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=43e8d91232092410VgnVCM10000071d60f89RCRD&vgnextchannel=40d8145730b81410VgnVCM10000071d60f89RCRD"">A Partnership for Play</a> - Treverton Park Playground was successfully revitalized in 2013 by corporate sponsors, donors and members of the local community along with Parks Forestry and Recreation's Partnership Unit."
550,550,BIRCHMOUNT PARK,park,,Birchmount Rd & Rhydwen Ave,,Scarborough,95,,BIRCHMOUNT,RD,,,"This 10 hectare park at Kingston and Birchmount Road features two ball diamonds, multi-sport field, tennis courts and a children's playground. The park is adjacent to the Birchmount Stadium and Track as well as the Birchmount Community Centre."
551,551,ELLISON PARK,park,,Yeomans Rd & Bainbridge Ave,,North York,50,,YEOMANS,RD,,,A 1.8 hectare park near Bathurst Street and Sheppard Avenue West with open green space.
553,553,CLAIRLEA RECREATION CENTRE,,Partially Accessible,Fairfax Cres & Monastery Lane,,Scarborough,45,,FAIRFAX,CRES,,,
554,554,ELM PARK - NORTH YORK,park,,Gosford Blvd & Blacksmith Cres,,North York,230,,GOSFORD,BLVD,,,"This 4.7 hectare park located southwest of the Jane Street and Steeles Avenue West intersection. The park features a multipurpose sports field, four  bocce court, a basketball court and many paths connecting it to the surrounding neighbourhood. The park is home to the John Booth Arena."
555,555,CHURCHILL HEIGHTS PARK,park,,Mountland Dr & Carew Gt,,Scarborough,60,,MOUNTLAND,DR,,,"A 1.5 hectare park featuring a ball diamond and a children's playground.
"
556,556,VRADENBERG PARK,park,,,,Scarborough,40,,VRADENBERG,DR,,,"This 3.0 hectare park has plenty of open green space, mature trees and is located adjacent to Vradenburg Junior Public School. It features a baseball diamond field and a children's playground."
557,557,BLANTYRE PARK,park,,,"Travel to Warden Station, board 135 Gerrard towards Main Street Station.  Arrive at Gerrard Street East at Clonmore Drive farside. Walk to your destination",Scarborough,180,,FALLINGBROOK,RD,,,"A 2.5 hectare park near Victoria Park Avenue and Kingston Road This park features a lit  ball diamond, a picnic area, a horseshoe pit and a children's playground. Located at the north end of the park is the Blantyre Park Outdoor Pool. 

<br /><br />
Blantyre Outdoor Pool is located within Blantyre Park.  Our schedule features swimming lessons as well leisure swim and lane swim."
558,558,COMMANDER RECREATION CENTRE,crc,,,Travel to Scarborough Centre Station.  Board the 129 Mccowan North and travel to Northbound at 2061 Mccowan. Walk west to 140 Commander Boulevard.,Scarborough,140,,COMMANDER,BLVD,,M1S 3H7,Commander Park Arena is located in an industrial area of Scarborough accessible by transit only during rush hour. Learn to skate lessons for children during the Fall and Winter sessions are always popular. Scarborough Hockey Association plays out of Commander Park Arena Monday to Thursday evenings providing house league and competitive opportunities for Toronto children and youth on the two A rinks. Scarborough Shuffleboard Association older adults can be found at Commander Park every Tuesday morning. A City of Toronto fitness class is offered upstairs in the main hall Wednesday mornings at 9:00 am from Fall to Winter and Spring.
559,559,FENNIMORE PARK,park,,Fennimore Cres & Frith Rd,,Etobicoke York,78,,FENNIMORE,CRES,,,"A 1.9 hectare park near Jane Street and Sheppard Avenue West featuring a ball diamond, a splash pad and a children's playground. The north end of the park has a forested area."
560,560,BOTANY HILL PARK,park,,Orton Park Rd & Botany Hill Rd,,Scarborough,277,,ORTON PARK,RD,,,"A 2.5 hectare park overlooking the East Highland Creek ravine near Ellesmere Road and Scarborough Golf Club Road This park features a dog off-leash area, a children's playground and four lit outdoor tennis courts. Located at the south end of the park is the Curran Hall Community Centre."
561,561,WANITA PARK,park,,Meadowvale Rd & Lawrence Ave E,,Scarborough,5,,MEADOWVALE,RD,,,
563,563,WARDEN HYDRO,Other,,Mcnicoll Ave & Warden Ave,,Scarborough,,,WARDEN,AVE,,,
564,564,ORIOLE PARK TENNIS ACADEMY FACILITY- NORTH YORK,,Partially Accessible,Don Mills Rd W & Easterbrooke Ave,,North York,2975,,DON MILLS,RD,W,,
565,565,CORNELL PARK,park,,Beran Dr & Palacky St,,Scarborough,18,,BERAN,DR,,,"A 2.8 hectare park near Lawrence Avenue East and Markham Road featuring a basketball court, a volleyball court and a children's playground.
"
567,567,DOUGLAS SNOW AQUATIC CENTRE,,Partially Accessible,Yonge St & Hillcrest Ave,,North York,5100,,YONGE,ST,,,
568,568,DOWNSVIEW ARENA,crc,,,Travel to Jane Station. Board 35B Jane Bus. Exit at Wilson Ave and Walk West on Wilson Ave to destination.,Etobicoke York,1633,,WILSON,AVE,,M3L 1A5,This arena is located on Wilson Ave. across the street from Sheridan Shopping Centre. This facility offers Learn to Skate Programs for all ages. We also offer supervised public skates.
569,568,DOWNSVIEW PARK AND LAWN BOWLING GREENS,park,,Wilson Ave & Jane St,,Etobicoke York,1629,,WILSON,AVE,,,"This small park located behind Downsview Arena features lawn bowling greens.
"
570,570,LUSTED PARK,park,,Painted Post Dr & Sedgemount Dr,,Scarborough,75,,PAINTED POST,DR,,,A 1.9 hectare park near Markham Road and Lawrence Avenue East that features a children's playground and an open green space.
571,571,WEXFORD PARK,park,,,,Scarborough,55,,ELM BANK,RD,,,"This park has public parking and public washrooms on site that are available seasonally.  Come visit the park to play a game or two of baseball at one of the diamonds, or come to explore the playground equipment.  The Gatineau Hydro Corridor Trail runs near the park as well.  Centennial College and <a href=""http://www1.toronto.ca/parks/prd/facilities/complex/202/index.htm"">Ashtonbee Reservoir Park</a> are neighbours to the south"
572,572,FIRGROVE PARK,park,,Firgrove Cres & Petiole Rd,,Etobicoke York,254,,FIRGROVE,CRES,,,"A 4 hectare park near Jane Street and Finch Avenue West featuring a lit multipurpose sports field, three tennis courts, two bocce courts, a basketball court, a ball hockey rink and a children's playground."
573,573,WHITE HAVEN PARK,park,,Invergordon Ave & Glenstroke Dr,,Scarborough,63,,INVERGORDON,AVE,,,
574,574,WICKSON TRAIL PARK,park,,Silverbell Grove & Neilson Rd,,Scarborough,30,,SILVERBELL,GRV,,,
575,475,DRIFTWOOD COMMUNITY RECREATION CENTRE,crc,Fully Accessible,Jane St & Milo Park Gate,Travel to Downsview Station.  Board the 108A Downsview and travel to 4359 Jane St.  Walk to 4401 Jane St.,North York,4401,,JANE,ST,,M3N 2K3,"Driftwood Community Centre is a 75,000 square foot centre located at the intersection of Jane Street and Driftwood Avenue. Driftwood Community Centre has six multipurpose rooms, two dedicated computer lab, two recreation staff offices, one maintenance staff office, a full-size gymnasium, a kitchen, two washrooms, two change rooms, an outdoor swimming pool, parking lot, outdoor basketball pad and a playground.
<br><br>
This location is a <a href=""/wps/portal/contentonly?vgnextoid=aaafdada600f0410VgnVCM10000071d60f89RCRD&vgnextchannel=a96adada600f0410VgnVCM10000071d60f89RCRD#location"">community centre where programs are free</a>."
576,576,CORVETTE PARK,park,,Corvette Ave & Linden Ave,,Scarborough,40,,CORVETTE,AVE,,,"This 2.4 hectare park north of Danforth Road lies between Kennedy Road and Midland Avenue, beside Corvette Junior Public School. It features three ball diamonds, a splash pad and a children`s playground."
577,465,BOND PARK TENNIS CLUBHOUSE,,,Bond Ave & Scarsdale Rd,,North York,120,,BOND,AVE,,,
578,578,BRIDLEWOOD PARK,park,,Huntingwood Dr & Kilkenny Dr,,Scarborough,445,,HUNTINGWOOD,DR,,,"A 4.1 hectare park near Sheppard Avenue East and Pharmacy Avenue featuring a lit ball diamond, three lit outdoor tennis courts, a splash pad and a children's playground."
579,579,CEDAR RIDGE CREATIVE CENTRE - MAIN HOUSE,Other,,Confederation Dr & Tingle Cres,,Scarborough,225,,CONFEDERATION,DR,,M1G 1B2,
580,580,BRIMLEY WOODS,park,,Brimley Rd & Finch Ave E,,Scarborough,2755,,BRIMLEY,RD,,,A 8.1 hectare park on Brimley Road north of Finch Avenue East that is heavily wooded. The east boundary of the park follows the East Highland Creek. A children's playground is located at the edge of the forest at the north end of the park.
